Place,Temperature,Feels Like,Wind,Location,Current Time,Latest Report,Visibility,Pressure,Humidity,Dew Point
"Weather in Dehradun, Uttarakhand, India",18 °C,18 °C,2 km/h,Dehradun,"12 अप्रैल 2025, 01:16:29","11 अप्रैल 2025, 23.30",1 km,1007 mbar (930 mbar at 676m altitude),100%,18 °C
